id,title,tags,categoryID,madeForKids,Like,Dislike,Label
Qkom-E3jZOA,23 PHỤ KIỆN BARBIE THU NHỎ BẠN CÓ THỂ TỰ LÀM,5 Phút Thủ Công 5-phút thủ công|DIY|tự mình làm|thủ công|5 phút thủ công|cuộc sống hack|những thứ hữu ích|thủ thuật|mẹo|dự án DIY|hoạt động DIY|hướng dẫn|làm thế nào để|Ghế California|bồn tắm mới|ba lô|bóng bay|khinh khí cầu|quần áo bóng|túi xách vàng|tự chế|cách làm|tạo|thiết kế|nội thất thu nhỏ|nhà búp bê|đồ nội thất búp bê|quần áo búp bê,22,TRUE,8196,2986,0
TndoPd-j__w,Tội ác tày trời của kẻ yêu điên cuồng gái có chồng,cuồng yêu|án mạng|án mạng đẫm máu|yêu người có gia đình|mối tình ngoài luồng|giết người|vi phạm pháp luật|sát hại người tình|tội ác tày trời|antv|kenh an ninh|truyen hinh cong an|an ninh tv|truyền hình công an nhân dân|truyền hình công an|truyen hinh cong an nhan dan|tin tức|tin mới nhất|tin nhanh|tin 24h|tin tuc|cảnh sát nhân dân|canh sat nhan dan|csnd|kênh cảnh sát nhân dân|kenh canh sat nhan dan|hành trình phá án antv|hanh trinh pha an,22,FALSE,8214,2596,2
W7pJkQYTkiY,Lái Xe Một Mình - Rabbit Run x Linh Cáo x Mel G (OFFICIAL MUSIC VIDEO),lái xe một mình|lái xe|lái xe một|lai xe mot minh|anh em rap|lái xe một mình anh em rap|linh cáo|linh cao|lái xe một mình linh cáo|lai xe mot minh anh em rap|Rabbit Run x Linh Cáo x Mel G|rabbit run ft linh cáo|rabbit dalab|tử tế|Lái Xe Một Mình - Rabbit Run x Linh Cáo x Mel G|da lab|den vau|linh cáo ft|rabbit run dalab|Tử Tế Show|anh em rap da lab|anh em rap mv|lái xe một mình dalab|lái xe một mình rabbit run|Mel G|Rabbit Run|Một Mình,10,FALSE,8219,93,1
NKlxjBlc_hI,Quà tặng cuộc sống - ĐỨA CHÁU HƯ - Truyện cổ tích - Phim hoạt hình - Chuyện cổ tích,quà tặng cuộc sống|truyện cổ tích|cổ tích|cổ tích việt nam|cổ tích cho bé|phim hoạt hình|khoảnh khắc kỳ diệu|xem phim hoạt hình|truyen co tich|phim hoat hinh|phim hoạt hình hay nhất|chuyện cổ tích|chuyen co tich|nghệ thuật sống|đứa cháu hư|đứa|cháu|hưu|cháu hư tại bà|phim hoạt hình đứa cháu hư,1,TRUE,8223,2395,0
S_FYvbRbfAo,Together We are a Family l Nursery Rhymes & Kids Songs,kids songs|dance baby|baby songs|english education|kindergarten|children songs|nursery songs|kids|nursery rhymes|nursery|ponytail|toddlers|early childhood|pre-k|dance|children|fun songs|preschoolers|family|2019|ABC|phonics|animation songs|babies|animation|preschool|badanamu|2020,27,TRUE,8225,2205,0
k8K1yhAz95Q,Bath Song + More Songs for Babies & Nursery Rhymes by Farmees,bath song|kids songs|songs for babies|nursery rhymes|farmees|baby songs|videos for babies|song for kids|kids cartoon|bath time song|abc song|kids rhyme|baby bath|rhymes|rhymes for children|cartoon|bathtime|take a bath song|bath tub|bathtub|babies songs|kids video songs|kids videos|children songs|preschool|songs for kids|rhymes songs|3d rhymes|baby song|rhymes for kids|nursery song|animal rhymes|children learning|baby bath time|kids|baby|HD,27,TRUE,8233,5307,0
UYe3Q7eQXJI,vu - sau chia tay ta con gi? (Demo Instagram Live Outtake),xin phep duoc co don|xin phép được cô đơn|Vũ|Vũ official|lạ lùng vũ|đông kiếm em vũ|mùa mưa ngâu nằm cạnh vũ|phút ban đầu vũ|lời yêu em vũ|chuyện những người yêu xa|dong kiem em vu|la lung vu|xin phép được cô đơn thái vũ|xin phép được cô đơn vũ|hành tinh song song|Lạ Lùng 2018|thái vũ lạ lùng|Vũ.|Hành tinh song song 2019|vũ trụ song song|indie|sau chia tay ta con gi|sau chia tay ta còn gì|nhạc indie,10,FALSE,8236,45,2
e3Xz6wiTAPo,Nữ Giám Đốc Giả Nghèo Thử Lòng Nhà Chồng Ngày Tết Và Cái Kết - Đừng Coi Thường Người Khác- Tập 157,chủ tịch và cái kết|đừng bao giờ coi thường người khác|svm|svm tv|svm school|coi thường và cái kết|phim gia đình|phim tình cảm|phim cảm động|phim hài svm|đức svm|mẹ chồng nàng dâu,24,FALSE,8237,2148,2
zefy3mP1qkI,[ ẢO THUẬT ] HƯỚNG DẪN BIẾN ĐỔI LÁ BÀI CƠ BẢN NHẤT ( COLOR CHANGE ) | TUAN MG,ảo thuật đường phố|ảo thuật hay|ảo thuật với bài|biến đổi lá bài|tuânmg|tuaanmg|biến đổi lá bài cực nhanh|ảo thuật cơ bản|hướng dẫn ảo thuật,22,FALSE,8252,222,0
Qm2nSu4zD1Q,Six in the Bed l Nursery Rhymes & Kids Songs,ponytail|nursery|2019|dance baby|children|nursery rhyme|ABC|numbers|family|kids|babies|nursery songs|badanamu|fun songs|baby songs|six in the bed|animation|animation songs|kids songs|preschool|count|preschoolers|phonics|nursery rhymes|english education|2020|toddlers|kids song|early childhood|children songs|dance,27,TRUE,8257,3959,0
MBiFveYou8A,Phonics Songs | ABC Song | Alphabets For Kids | Nursery Rhyme | Baby Songs by Farmees,Phonics Songs|farmees|ABC Song|Alphabets For Kids|Nursery Rhyme|Baby Songs|Big Phonics Song|Nursery Rhymes|Preschool Playlist for Children Season 2|rhymes for kids|baby rhymes|phonics song|abc|alphabet song|alphabet|phonics|toddlers|songs|abc phonics|abc songs|preschool|letters|learn phonics|baby|abcd|rhymes|baby learning|baby song|teach|rhyme|teach phonics|letter|children songs|songs for kids|childrens song|kids songs|childrens|abcd song|babies,27,TRUE,8267,5496,0
VORcL0JPXao,Về thôi - Da LAB,anhemrap|da lab|ve thoi|end of working hours|Anh Em Rap Official|về thôi|ve thoi da lab|da lab về thôi|da lab ve thoi|rap viet hay|dalab|da lab official,10,FALSE,8268,124,1
yfst06ckMvs,Wheels On The Bus Go Round And Round | Nursery Rhymes | Kids Songs | Baby Rhymes by Farmees,The Wheels On The Bus|Nursery Rhymes Farmees|Kids Songs|Preschool Playlist for Children Season 2|farmees|Baby Rhymes|wheels on the bus|wheels on the bus go round and round|wheels on the bus song|bus|wheels on the bus nursery rhymes|wheels on the bus songs|bus song|farmees nursery rhymes|farmees songs|kids|baby|rhymes|vehicles song|wheels|school bus|nursery songs|kindergarten|toddlers|rainbow color bus|color bus|3D rhymes|kids rhyme|for kids|for|tv|babies,27,TRUE,8274,5544,0
vd9IjhPjti8,Linh Miu Bị Ma Sói Xám Bắt Cóc - Zeta Chơi Cá Sấu Lên Bờ tập 2| Linh Miu Official,linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|zeta|ca sau len bo|tap 2|bi bat coc|to chuc zeta|to chuc ao den|soi den|soi xam|tro choi dan gian,24,FALSE,8276,695,2
oGWQj53kYWc,"Cậu Bé Hóa Con Dế Cứu Bố Mẹ - Phim Cổ Tích Việt Nam Xưa Hay Nhất, Truyện Cổ Tích Cảm Động Ý Nghĩa",cậu bé hóa dế|cổ tích việt nam|co tich viet nam|phim cổ tích|cổ tích|phim cổ tích việt nam|phim truyen co tich|truyen co tich|truyện cổ tích|cổ tích ý nghĩa|phim cổ tích ý nghĩa|truyện cổ tích ý nghĩa|truyện cổ tích việt nam|phim co tich hay|phim co tich hay va ý nghia|phim truyện cổ tích mới|phim cổ tích mới nhất|chuyện cổ tích ngày xửa ngày xưa|cổ tích ngày xưa|truyện cổ tích ngày xửa ngày xưa|oz kids,1,FALSE,8286,1704,0
Jr6IXgLFhxg,Sự Tích Dã Tràng | Phim Cổ Tích Việt Nam Hay Nhất [Full HD],su tich con da trang|su tich da trang|Co tich viet nam|phim su tich da trang|Sự Tích Dã Tràng|cổ tích dã tràng xe cát biển đông|sự tích dã tràng cổ tích việt nam|co tich|phim co tich viet nam|cổ tích việt nam|truyen co tich viet nam|chuyen co tich|truyen co tich|phim cổ tích|phim viet nam|phim cổ tích việt nam hay nhất|kenh thieu nhi bhmedia,1,FALSE,8298,1930,0
qLilJy15PIo,ＤＩＳＮＥＹＷＡＶＥ　－　ＬＩＯＮ　ＫＩＮＧ,music|disney|wave|walt disney|disney wave|chill|tunes|relax|relaxation|lion king|lion|king|dream|dreams|love|sleeping|1990|1980|vhs|old school|nostalgic|memories|happy|simpsonwave|walt|beats,1,FALSE,8303,80,1
UCPpquN68lk,TÔI CÓ RAP ĐƯỢC KHÔNG ? | Ask Tều,Teu.Creeper|TeuCreeper|Teu|Creeper|scary|creepy|pasta|screamer|Bloody|Mary|Slender|Man|Thesemyths|ljlbuu1412|the|rake|gamer|dota|Lady|in|white|Claude|fox|sonic.exe|vietnam|phim|ma|bí|ẩn|lost|ep|gameplay|walkthourgh|2013|pewdiepie|jelf|slender|husky.smile|pumpkin|hay|thích|thú|random|vui|nhộn|truyện|Tều|Huy|Phạm|Đêm|Khuya|Chán|Vcl|Đéo|biết|làm|gì,24,FALSE,8327,68,2
prYUT3bCDn8,⚽⚽ 10 VĐV Có Mức Thu Nhập Cao Nhất Thế Giới - Một Ngày Kiếm 5 Tỷ Đồng 😮😮😮⚽⚽,Xem gì hôm nay xemgihomnay xem gi hom nay|xem gì|xem gi|miss xem gi|miss xem gì|kham pha|khám phá|giai tri|giải trí|chuyen la|chuyện lạ|10 Vdv|10 vđv|Thu Nhập Cao Nhất Thế Giới|10 vdv giau nhat the gioi|10 vđv giàu nhất thế giới|messi|ronaldo|cr7,24,FALSE,8351,749,2
o0aUYMnGpfQ,5 Lỗi Người Thành Công Không Bao Giờ Mắc Phải | Bài Học Kinh Doanh,5 Lỗi Người Thành Công Không Bao Giờ Mắc Phải|web 5 ngay|Bài Học Kinh Doanh|web5ngay|kinh doanh online|bán hàng online|ban hang online|kinh doanh|bán hàng|facebook|kinh doanh facebook|ban hang facebook|bán hàng facebook|facebook marketing|quang cao facebook|quảng cáo facebook|facebook ads|fb ads|quang cao fb,27,FALSE,8354,146,0
2DrXmV4JNbM,Xin Chào Bút Chì | Tập 17: Cây quạt thần,day be hoc|learning for children|learn for kids|hoạt hình|Preschool (School Category)|kindergarten|dieu chung minh chua biet|dạy bé qua hoạt hình|Hi Pencil Studio|xin chao but chi|teach kids|clip cho bé|animation|thiếu nhi|dạy bé học|be khoe be ngoan|hoạt hình cho bé|hoat hinh|cartoon|preshool|dạy bé|xin chào bút chì|điều chúng mình chưa biết|all my friends are different|butchi + friends|Yellow pen|Red Pen|Blue Pen|Pencil|Pen Family|stopmotion,1,TRUE,8355,3926,0
AuPOQ6mbvH4,TEAM FLASH vs AHQ - Bán Kết AIC 2018,Garena|garena liên quân|liên quân mobile|liên quân|lien minh mobile|liên minh huyền thoại mobile|arena of valor|AOV|AOV VN|aic|aic 2018|team flash|team flash aic|team flash vs ahq aic 2018|team flash vs ahq aic|team flash vs ahq ban ket aic|team flash 3-1 ahq aic|team flash bán kết aic|team flash aic 2018|team flash thắng ahq,20,FALSE,8360,1286,2
N9MCyRrM3p4,THVL | Cười xuyên Việt - Tiếu lâm hội | Tập 1: Nghệ thuật đường phố - Nhóm X.Pro,THVL|THVL1|THVL2|Truyen hinh Vinh Long|Truyền hình Vĩnh Long|VinhLongTV|THVL giải trí|THVL giai tri|cười xuyên Việt|tiếu lâm hội|tập 1|nghệ thuật đường phố|XPro,24,FALSE,8376,599,0
iHc9TMSNfA8,Sparrow Finger Family | Nursery Rhymes | Kids Songs | Baby Rhymes by Farmees,Sparrow Finger Family|Preschool Playlist for Children Season 2|farmees|Nursery Rhymes|Kids Songs|Baby Rhymes|song|rhyme|videos|birds finger family|birds song|songs|rhymes|for kids|for children|toddler|preschool|finger family|family finger|sparrow song|animal sound song|3d rhymes|english rhymes|children rhymes|sparrow|rhymes for kids|nursery poems|new finger family song|toddlers|songs for children|rhymes songs|finger family compilation|child|kids song,27,TRUE,8377,5792,0
IeQFpSynYJ4,"Zeta Áo Đen Xâm Phạm Nhà Của Linh Miu, Vào Ngủ Như Không Có Gì Xảy Ra | Linh Miu Official",linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|linh miu bi theo doi|to chuc ao den|to chuc zeta|zeta|ao den|zeta ao den|linh miu zeta|zeta dot nhap|zeta vao nha|zeta ao nha linh miu|zeta di ngu|zeta vao nha ngu|ao den la mat|ao den theo doi,24,FALSE,8387,642,2
fQr9_A6Pu8s,"Chuyện giờ mới kể: Nữ tù phấn son, sơn móng chơi Tết như ai - Phía sau bản án mới nhất 2017",kenh an ninh the gioi|kênh an ninh thế giới|news|an ninh thế giới|tin nhanh|thoi su 113 online|tin tức|truyen hinh cong an|tin an ninh|an ninh|thời sự an ninh|tin tuc|hanh trinh pha an|phia sau ban an|an ninh the gioi|thời sự 113 online|ANTV|cách make up|tết đinh dậu 2017|truyền hình công an nhân dân|thực phẩm bẩn|thoi su|antg|cách trang điểm,22,FALSE,8442,1667,2
RcLAyEXk9BI,[Xin chào bút chì] - Festive Season - Tập phim: Anh hùng mùa xuân,dạy bé học|giup em ngu ngon|animation|kindergarten|learning for children|cartoon|learn for kids|xin chào bút chì|điều chúng mình chưa biết|xin chao but chi|hoat hinh|kid|be khoe be ngoan|teach kids|hoạt hình|dieu chung minh chua biet|Hi Pencil Studio|preshool|clip cho bé|thiếu nhi|hoạt hình cho bé|be an ngon mieng|Preschool (School Category)|2016|happy new year|chuc mung nam moi 2016,1,TRUE,8443,2637,0
3TPlJc9QxLQ,Linh Miu Chữa Trị Người Nhiễm Bệnh Và Cùng  Đồng Đội Tiêu Diệt Sạch Zombie,linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|shop am phu|tam linh|trieu hoi|zombie|dong doi|hoi sinh|thay ma,24,FALSE,8447,709,2
G-KAP7SP2YY,8tr vòng quay 20 TOTY với mong muốn Messi 20TY và Zidean Icon ....,baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|fo4,20,FALSE,8463,195,2
l9S6zfvIoH4,[10/02/2020] hello !! lát qua nonolive quay 500 vòng còn lại nha,baroibeo|ba rọi béo|ba roi beo|baroibeo stream|ba rọi béo stream|ba roi beo stream|thầy giáo ba|thay giao ba|thaygiaoba|stream lol,20,FALSE,8499,159,2
k1FG3GtDYao,Truyện Thỏ Con Không Vâng Lời - Chuyện Kể Bé Nghe  [Full HD],Tho con khong vang loi|Thỏ Con Không Vâng Lời|truyen tho con khong vang loi me|kenh thieu nhi bhmedia|ke chuyen tho con khong vang loi|hoat hinh tho con khong vang loi|chuyện thỏ con không vâng lời|Thỏ Con|Thỏ con vâng lời mẹ|Chuyện Kể Bé Nghe|kenh thieu nhi|Truyện Thỏ Con Không Vâng Lời|múa rối tay|mua roi thieu nhi|bhmedia,1,TRUE,8508,4092,0
ujfAOB_SWBY,Behind the Scenes of an Erotic Film in Barcelona! | Hannah Witton,behind the scenes of an erotic film in barcelona|hannah witton|hannah|witton|barcelona|travel|spain|behind the scenes|erotic film|film|erotica|porn|sex|relationships|women in film|melanie murphy|melanie|murphy|vloggers|vlog|british|irish|food|spanish|erika lust|erika|lust|xconfessions|film set|set|girls,22,FALSE,8520,283,2
4yIV1Y5NY04,Lạc quan - Wowy & Karik,Karik|underground|rap việt|rapper Karik|Wowwy|rapper Wowy|party Bay|Lạc quan|Wowynguyen|wowy việt nam|BAY|lão đại|rap viet|chạy|hai thế giới|rapper|nhạc rap|wowy rap viet|rap việt wowy|Cho Tao đi|Khu tao sống|bay thật xa|người số 1|hiphop|Phongee|Wowy,10,FALSE,8528,237,2
gHdoDMmUrDA,[Xin chào bút chì] - New Season with Ping & Pa - Tập phim: Vị khách kì lạ,xin chao but chi vua dau bep|hoạt hình|xin chao but chi moi|xin chao but chi tap 3|Episode|xin chao but chi tap 1|xin chao but chi|xin chao but chi cai rang sau|xin chao but chi tron bo|thiếu nhi|xin chao but chi sinh nhat hong|xin chao but chi tap moi|Season Episode|hoat hinh|Full|kid|xin chao but chi tap phim qua trung ky la|Season|clip cho bé|xin chao but chi tap cuoi,1,TRUE,8533,2461,0
RubFlnLDIt4,The Wheels On The Bus | Cartoon For Kids | Nursery Rhymes For Babies,the wheels on the bus|cartoon|for kids|nursery rhymes|for babies|wheels on the bus|wheels on the bus go round and round|for children|english rhymes|baby rhymes|bus|toddlers|wheels on the bus song|farmees|bus song|rhyme|for baby|youtube kids|popular|family|playlist|animation|kids|go round and round|bus songs|preschool|wheels|wheel on the bus|wheels song|english nursery rhymes|farmees wheels on the bus|nursery rhymes for children|kids rhymes,27,TRUE,8538,5297,0
7lAOMqex8fA,Ngày Tết Quê Em - Tết Tết Tết Đến Rồi | Phương Anh [MV Tết],ngay tet que em|tet tet tet den roi|ngày tết quê em|phuong anh|mv nhac tet|nhac tet|tết|nhac xuan|tết tết tết đến rồi xuân mai|ngày tết quê em phương mỹ chi|ngay tet que em karaoke|mv nhạc tết 2017|nhac tet thieu nhi 2017|nhac tet 2017 remix|nhac tet 2017 moi nhat|mv 2017|Children's Music (Musical Genre)|bhmedia|bhkids,10,TRUE,8545,3927,0
dPHiDfNz__s,five little dogs | 3d rhymes | baby songs | nursery rhymes by Farmees,five little dogs|Preschool Playlist for Children Season 1|farmees|five little|5 little|baby songs|3d rhymes|nursery rhymes|rhymes|rhyme|nursery rhyme|rhymes for children|songs for kids|baby rhymes|english rhymes|five little monkeys|rhymes for kids|music for children|preschool|kids|children rhymes|children songs|kids songs|nursery rhymes songs|kids rhymes|toddlers|kids videos|animation|rhymes songs|song|songs|kindergarten|childrens|babies|kid|children,27,TRUE,8549,5436,0
JcY5_RySeAQ,Jess and Curly Had a Farm l Nursery Rhymes & Kids Songs,baby songs|phonics|ABC|nursery songs|dance baby|ponytail|children|fun songs|nursery|preschoolers|kids song|dance|nursery rhymes|2019|kids|animation songs|animation|children songs|early childhood|nursery rhyme|old mcdonald had a farm|toddlers|family|english education|badanamu|preschool|2020|kids songs|babies,27,TRUE,8572,4808,0
80vIin4xGp8,let's hack your home network // FREE CCNA // EP 9,ccna|cisco certified network associate|ccna 200-301|free ccna|ccent|icnd1|icnd2|network chuck|networkchuck|ccna training|ccna course|network design|collapsed core|ccnp|cisco training|spine leaf data center|spine leaf ccna|spine leaf cisco|spine leaf vs 3 tier|spine leaf architecture benefits|data center|home network|unifi|dream machine|dream machine pro|hack|hacking|hack home network|ethical hacking|cyber security,28,FALSE,8575,112,1
oaLG4qjg7C0,"TRUNG ĐÁ BÓNG | HAI NGƯỜI THẦY MỞ THẺ 20 TOTY CỰC KỲ ""MAY MẮN""",baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|20 toty|trung da bong|trung fifa|sena va thay ba|trung va tu mo the,20,FALSE,8582,200,2
7WS5fCqgWjE,[S1] Hoạt Hình Doraemon Tiếng Việt - Trượt Mô Hình Tiên Tiến,Trượt Mô Hình Tiên Tiến|pops kids|doremon|nobita|suka|tình bạn doraemon và nobita|doraemon thuyết minh|doraemon vietsub|phim hoạt hình doremon|phim hoạt hình doremon thuyết minh tiếng việt|phim doremon|doraemon 2019|thieu nhi doremon|doremon thuyet minh tieng viet|phim hoạt hình doremon htv3|doremon long tieng viet|doremon tieng viet|phim hoạt hình doremon tiếng việt|doremon tieng viet htv3|hoạt hình doremon|phim hoat hinh,1,FALSE,8583,2034,0
QihWKyosoYw,ANH NÊN YÊU CÔ ẤY REMIX - NLY ❤️ ( Phạm Thành ft Htrol Remix ) ❤️ Nhạc EDM Gây Nghiện Hay Nhất,Jennyremix|ANH NÊN YÊU CÔ ẤY|ANH NÊN YÊU CÔ ẤY REMIX|ANH NÊN YÊU CÔ ẤY NLY|ANH NÊN YÊU CÔ ẤY NLY REMIX|anh nên yêu cô ấy|anh nên yêu cô ấy remix|anh nen yeu co ay remix|remix nên yêu cô ấy|anh nên yêu cô ấy edm|anh nên yêu cô ấy htrol remix|anh nên yêu cô ấy phạm thành remix|anh nen yeu co ay nly remix|anh nên yêu cô ấy jenny remix|anh nen yeu co ay edm|remix|edm|rem edm|nhạc remix|nhạc edm|htrol,10,FALSE,8587,317,2
U6vOM_QftHs,Cập Nhật tình hình bầu cử tổng thống Mỹ 11/11.Cánh của nào cho ông Trump lật ngược kết quả,bầu cử tổng thống mỹ|Donald Trump|Joe Biden|tổng thống hoa kỳ|tổng thống mỹ|bầu cử tổng thống Mỹ 2020|cập nhật bầu cử Tổng thống Mỹ|tin mới nhất về bầu cử mỹ|diễn biến bầu cử Mỹ|kết quả bầu cử tổng thống Mỹ|kết quả bầu cử Mỹ|bầu cử Mỹ 2020|trực tiếp kết quả bầu cử Tổng thống Mỹ|Bầu cử Mỹ|ai là tổng thống Mỹ|đảng Dân Chủ|đảng Cộng Hòa|tin tức tổng thống Mỹ|trump vs biden|bbc viet nam|trump công bố bằng chứng|bằng chứng gian lận phiếu bầu cử mỹ,25,FALSE,8607,3571,2
zAa0vu68ZuI,Truy lùng sát thủ bắn chết trùm xã hội đen chấn động Việt Nam | HÀNH TRÌNH PHÁ ÁN | ANTG,sát thủ|bắn chết người ở hà nam|ân oán giang hồ|chấn động việt nam|trùm xã hội đen|ông trùm lê hữu trí|hà nam|công ty tnhh hữu trí|antg|an ninh thế giới|antv|antv thcand|kenhanninh|truyen hinh cong an|hành trình phá án|hanh trinh pha an|htpa|hanh trinh pha an moi nhat|hành chình phá án mới nhất|hành trình phá án tập mới|hành trình phá án full|hanh trinh pha an full|phá án full|phá án mới nhất|tập mới hành trình phá án|hành trình phá án antv,1,FALSE,8619,2525,2
bLnPHcu-CtE,Johny Johny Yes Papa | Nursery Rhymes | 3d Rhymes | Baby Songs | Childrens Videos by Farmees,johny johny yes papa|Preschool Playlist for Children Season 1|farmees|nursery rhymes|3d rhymes|baby songs|childrens videos|johnny johnny yes papa|nursery rhyme|johnny|johny johny|kids songs|children songs|songs for children|kids|rhyme|rhymes|baby rhymes|johnny johnny|songs|kids rhymes|children rhymes|preschool|johny johny song|johny johny rhyme|johny yes papa|songs for kids|poems|rhymes for kids|kindergarten|baby|parents|babies|baby song|farm|3d,27,TRUE,8628,5671,0
YMvcix5dSSo,Soi BIỆT THỰ TRIỆU ĐÔ Của Sao Việt Để Xem Ai Mới Là ĐẠI GIA Thứ Thiệt Của ShowBiz Việt,Xem gì hôm nay|người nổi tiếng|showbiz|người của công chúng|ca sĩ|sao|siêu sao|người đẹp|hoa hậu|idol|đàm vĩnh hưng|lý nhã kỳ|tuấn hưng|đan trường|ngọc trinh|lệ quyên|showbiz việt|thu minh|giàu nhất|giàu nhất việt nam|giàu nhất thế giới|sao việt|xem gi|khám phá|đắt nhất|đắt nhất việt nam|chuyện lạ|giai tri|đắt nhất thế giới|kham pha|miss xem gi|showbiz viet|xem gi hom nay|chuyen la|sao viet|giải trí|miss xem gì|xemgihomnay,24,FALSE,8641,521,2
p9ScLm9S3B4,What is a ROUTER? // FREE CCNA // EP 2,new ccna|free ccna|packet tracer|ccna training|ccna 200-301 full course|ccna 200-301 full course english|ccna 200-301|ccna certification|cisco certified network associate|ccna lecture|ccna tutorial for beginners|free training|ccent|cisco|cisco certification|cisco certified network associate (ccna)|network engineer|network chuck|best ccna|network admin|what is a switch|network switch|what is a network switch|router|what is a router|network router,28,FALSE,8643,59,1
664tgONyOL0,Kem Xôi TV: Tập 6 - Khi chàng giăng câu,kem xoi tv|kem xôi tv|kemxoitv|clip hài|phim hài|câu gái|kem xôi|hài kem xôi|quỳnh kool|trung ruồi|quỳnh kool kem xôi tv|trung ruồi kem xôi tv|minh tít kem xôi tv|quỳnh kool kem xoi|trung ruồi kem xôi|hài trung ruồi mới|hài trung ruồi mới nhất|hài trung ruồi minh tít|yến xôi|quỳnh kool kem xôi|trung ruồi minh tít,24,FALSE,8649,1381,2
CwsWYrv1b_w,Down by the Station l Nursery Rhymes & Kids Songs,baby songs|ponytail|nursery rhyme|2020|babies|family|nursery rhymes|kids songs|children|ABC|dance baby|english education|2019|down by the station|animation songs|preschoolers|nursery songs|phonics|nursery|badanamu|early childhood|animation|kids|preschool|children songs|fun songs|toddlers|dance,27,TRUE,8653,4653,0
_ArLxguaFvU,Hãy dũng cảm nhận lỗi của mình | Rudolph tè dầm | Nhạc thiếu nhi vui nhộn | BabyBus,babybus|baby bus|babybus nhạc thiếu nhi|babybus vietnamese|babybus tieng viet|vietnamese kid song|nhạc thiếu nhi vui nhộn|nhạc thiếu nhi hay|nhac thieu nhi soi dong|ca nhạc thiếu nhi|bài hát thiếu nhi|nhac thieu nhi|hoat hinh vui nhon|Hãy dũng cảm nhận lỗi của mình|Rudolph tè dầm|xin lỗi|nhận lỗi|chim cánh cụt rudolph|lỳ lân con|Người mẹ siêu nhân của chúng con|kiki dũng cảm|Những chiếc xe sắc màu|tô màu|bài học an toàn|kiki|miumiu|mimi|mèo con|kid,27,TRUE,8653,5611,0
ibRpO-cgLQo,Không Làm Vẫn Có Tiền: Thu Nhập Thụ Động (P2),Không Làm Vẫn Có Tiền|thu nhập thụ động|web5ngay|bài học kinh doanh|passive income|Tiền|không làm mà có tiền|kiếm tiền trên mạng|kiếm tiền tại nhà|kiếm tiền nhanh|kiếm tiền qua mạng|kiếm tiền 4.0,27,FALSE,8654,247,0
BQsRIJ9LEeI,GAMETV vs SAIGON PHANTOM [Tứ Kết] [Ván 1][05.11.2017]- Garena Liên Quân Mobile,Garena|garena liên quân|liên quân mobile|liên quân|lien minh huyen thoai|lien minh huyen thoai online|lien minh|liên minh huyền thoại|lien minh mobile|liên minh huyền thoại mobile|lien minh huyen thoai mobi|GAMETV|GTV|Đế chế|GTV vs SGP|SGP|Saigon Phantom|Đấu trường danh vọng mùa ĐÔng 2017|đấu trường danh vọng|ĐTDV,20,FALSE,8663,980,2
583DoULg5YU,35 NHỮNG MÓN ĐỒ TỰ LÀM ĐƠN GIẢN VÀ SÁNG TẠO CHO BÚP BÊ BARBIE CỦA BẠN,5 phút thủ công|DIY|tự tay làm hết|thủ công|mẹo vặt|mẹo|mẹo nhỏ|các dự án thủ công|hoạt động thủ công|hướng hẫn|cách làm|mẹo làm cuộc sống dễ dàng hơn|mẹo đơn giản|búp bê barbie|đồ thủ công barbie|quần áo barbie|búp bê thủ công|barbie tự làm|quần áo barbie tự làm|đồ nội thất barbie|phụ kiện barbie|váy bóng|váy barbie|play-doh|bóng bay|vớ cũ|mẹo vặt búp bê,22,TRUE,8666,2473,0
sYxR8axZeBc,Bật nắp quan tài vụ án bí ẩn  | Hành trình phá án | ANTG,phá án|trọng án|vụ án kinh hoàng|hành trình phá án|hanh trinh pha an|hành trình phá án antv|hành trình phá án mới nhất|hành trình phá án 2019|antg|an ninh thế giới|kênh an ninh thế giới|an ninh the gioi|giết người|Hải Phòng,22,FALSE,8677,3657,2
pBNuPS9W5P8,ABC Phonics Song | Nursery Rhymes | Baby Songs | Kids Song | ABC Song |,ABC Phonics Song|Nursery Rhymes|Baby Songs|Kids Song|ABC Song|farmees|sing-along|kids videos|sing-along songs|kid songs|baby songs|children songs|nursery rhymes|abckidtv|cocomelon|alphabet|abc kids|abc|alphabet song|kids songs|preschool|kindergarten|education|kindergarten songs|songs for kids|for kids|toddlers|kids|learning songs|babies songs|nursery songs|learning abc|children learning|letters|learn english|phonics song|phonics|kids abc song|kid,27,TRUE,8682,5700,0
OfipcMeZCVU,HƯỚNG DẪN ẢO THUẬT BÚNG TAY BIẾN ĐỔI LÁ BÀI ( SNAP CHANGE V2 ) | TUAN MG,ảo thuật|tuânmg|hướng dẫn ảo thuật|snap change 2 lần|biến đổi lá bài|ảo thuật hay|ảo thuật về bài,22,FALSE,8696,370,0
