tags,categoryID,madeForKids,Label,rate
linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|shop am phu|tam linh|trieu hoi|talking tom|talking cat|meo tom|tho bong|tho bong bi am,24,0,2,0.9331430900937627
baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|trung lucian|best lucian|lucian aurf,20,0,2,0.9647768734212742
hồ baikal nga|bí ẩn hồ baikal|bí ẩn hồ nước ngọt sâu nhất hành tinh|người ngoài hành tinh|chạm trán với người ngoài hành tinh|những hồ nước trong nhất thế giới|hồ baikal đóng băng|hố nước xoáy|baikal lake|hổ lớn nhất thế giới|biển sâu nhất thế giới|bí mật về hồ baikal|top 1 khám phá|bí mật|bí ẩn|khám phá|hồ không đáy|bên hồ baikal vietsub,22,0,2,0.879156010230179
phat trien ban than|ky nang giao tiep,27,0,2,0.9845648134914964
CCNA|CCNP|Cisco Certifications|CCNA Training|CCNP Training|CCENT|CCENT Training|ICND1|INE|CBT Nuggets|INE Training|CBT Training|CCNA Study|CCENT Study|CCNP Study|CCNA Collaboration|CCNP Collaboration|Cisco Training|CCNA Study Guide|how to study for CCNA|MCSA|MCSE|VCP|cisco ccna|comptia A+|comptia security+|comptia network+|ccnp enterprise|ccnp security|ccnp service provider|ccnp data center|cisco certified network professional,28,0,1,0.9824786324786324
Sốc với lịch sử tình trường|lịch sử tình trường của cô gái|NÉM CON TỪ TẦNG 31 CHUNG CƯ LINH ĐÀM|vứt con từ tầng 31|vứt con|mẹ vứt con|ném con xuống đất chung cư HH Linh Đàm|ném con xuống đất chung cư Linh Đàm|vứt con mới đẻ|Vtc now|vtcnow|ứng dụng vtc now|VTC14|vtc|tin tức|thoi su|tin tức 24h qua|tin nóng trong ngày|thời tiết|ném con xuống đất chung cư HH|chung cư HH Linh Đàm|mẹ vứt con từ tầng 31|mẹ vứt con xuống tầng|mẹ vứt con từ tầng 31 xuống,25,0,2,0.8698500692957036
ảo thuật|ao thuat|ảo thuật đường phố|tuan mg|tuấn mg|biểu diễn ảo thuật|bieu dien ao thuat|ao thuat hay|aoen|hà đông|gai xinh|tuân mg|tuân ảo thuật,24,0,0,0.9784885366544014
Jennyremix|doa quynh lan remix|đóa quỳnh lan|đóa quỳnh lan remix|Tình Sầu Thiên Thu Muôn Lối Remix|anh thanh niên|tình sầu thiên thu muôn lối|remix đóa quỳnh lan|đóa quỳnh lan edm|Anh Thanh Niên Remix|anh thanh nien|tinh sau thien thu muon loi remix|tình sầu thiên thu muôn lối htrol remix|tình sầu thiên thu muôn lối edm|tinh sau thien thu muon loi|tình sầu thiên thu muôn lối remix|anh thanh niên remix|remix|htrol remix|nhạc remix|nhac tre|edm|edm tik tok,10,0,2,0.9097961867192637
tin tức mới nhất|tin tức trong ngày|tin tuc trong ngay|tin nóng|tin tuổi trẻ|tin nhanh|tin tức Việt Nam|sinh con|sinh 3 con trai|sinh 3 con nhưng chỉ 1 là con mình|trung quốc|sinh 3 con|sinh con 2019|sinh 3|vợ sinh con|vợ sinh 3|tin mới nhất|cập nhật tin mới nhất|chuyện lạ thế giới|VTC14|tin tức VTC14,25,0,2,0.8911643482740855
ding dong bell|nursery rhymes songs|Preschool Playlist for Children Season 2|farmees|video for kids|ding dong|nursery rhyme|nursery rhymes|rhyme|rhymes|kids songs|children songs|baby songs|kids videos|children videos|kids rhymes|baby rhymes|childrens rhymes|preschool|kindergarten|learning|teach|kids|ding dong bell song|ding|dong|bell|babies|children|english rhymes|animation|ding dong bell rhymes|cartoon|lyrics|ding dong bell poem|kids shows|3d|child,27,1,0,0.6031718368769606
linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|thu thach|24h|challenge|thu thach 24h|thu thach bat ma|ma ca rong|san ma|san ma ca rong|linh miu ma|linh miu ma ca rong|linh miu tam linh|tam linh|sinh vat huyen bi|vampire|linh miu tho san,24,0,2,0.9287627209426889
crayons color song|crayons song|learning videos|songs for babies|kids cartoon|crayon colors|color crayons|crayons drawing|colors of crayons|learn colors with crayons|colors|colours|farmees|for toddlers|preschool learning|colors for children|crayon|colors for kids|coloring for children|crayons colors|colour song|crayons for kids|children songs|kids rhymes|kids songs|songs for kids|rhymes for nursery|kids learning|nursery rhyme|nursery songs|kids,27,1,0,0.5657808933811542
phobolsatv|phố bolsa tv|phố|little saigon|vietnam|việt nam|viet|hải ngoại|việt kiều|người việt ở Mỹ|Mỹ|USA|America|Hoa Kỳ|cộng đồng|đời sống mỹ|pbtv|bolsa|cuộc sống mỹ|nail shop|tiệm nail|nails|manicure,25,0,2,0.8655860349127182
Hacker|Lột Mặt Nạ Hacker|Lột Mặt Nạ|Mặt Nạ Hacker|Mặt Nạ|Hacker Đột Nhập|Hóa Trang Thành Hacker|Hang Ổ Hacker|Đột Nhập Hang Ổ Hacker|Hóa Trang Hacker|Haker 103|hacker pro|hacker việt nam|hacker là ai|Noob vs pro vs hacker|hacker vs hacker|noob pro hacker|hacker free fire|hacker game|hacker official|hacker minecraft|Hacker Phá Hoại|troll|Hacker Chúa Tể|Thần Hacker|Mặt Nạ Đen|Mặt Nạ Vàng|Mặt Nạ Bạc|Hacker Bí Ẩn|Phục Kích Hacker|Kiên Hư Hỏng,22,0,2,0.8703773348376582
phat trien ban than|ky nang giao tiep,27,0,2,0.9821983611189602
phim hanh dong vo thuat 2020|phim vo thuat|phim chung tu don|phim chan tu dan|phim chung tử đơn|võ thuật chung tử đơn|phim hay|phim chieu rap|phim diep van|diệp vấn|ip man|vịnh xuân quyền|vinh xuan quyen|diep van thuyet minh|Cao thủ Vịnh Xuân Quyền|nham dat hoa|phan thieu hoang|phim hay 2020 thuyet minh|phim hanh dong hong kong|phim hanh dong trung quoc|phim vo thuat hong kong|phim hành động|donnie yen|diệp vấn 2|Mike Tyson,22,0,2,0.8534249938620182
nhac thieu nhi vui nhon|nhac thieu nhi tho con tam nang|tho con tam nang|nhạc thiếu nhi|troi nang troi mua|thỏ con đi tắm nắng|nhạc thiếu nhi hay|nhac cho be an ngon|nhạc thieu nhi hay nhat|bai hat thieu nhi vui nhon|nhac cho tre mam non|thieu nhi|kids song|video nhạc thiếu nhi|nhac cho be yeu|children's music (musical genre)|bhmedia|bhkids,10,1,0,0.5838582346518855
sieu nhan oto|oto|chien doi xe co dong|ô tô|siêu nhân|oto sieu nhan|oto hoat hinh|đồ chơi trẻ em|oto biến hình|nguoi nhen|ô tô siêu nhân|sieu nhan oto bien hinh|sieu nhan oto dua|sieu nhan oto thuyet minh|sieu nhan oto tieng viet|xem sieu nhan thuyet minh|do choi|xe ô tô|bhmedia,1,1,0,0.86709886547812
toidicodedao|programmer|developer|tôi đi code dao|lập trình|programming|code dạo dễ òm|google|facebook|tiki|thiết kế hệ thống lớn|thiết kế hệ thống triệu người dùng|software architecture|system architecture|system architecture design|system design|load balancer|cân bằng tải|thiết kế hệ thống|web server|database server|web development|lập trình web|scale hệ thống|scalability|caching|web performance|cdn|content delivery network|hệ thống lớn|vlog lập trình,28,0,2,0.9805579036348268
ccna|cisco certified network associate|ccna 200-301|free ccna|ccent|icnd1|icnd2|network chuck|networkchuck|ccna training|ccna course|network design|collapsed core|ccnp|cisco training|spine leaf topology|spine leaf network architecture|spine leaf architecture vs traditional|spine leaf data center|spine leaf ccna|spine leaf cisco|spine leaf vs 3 tier|spine leaf architecture benefits|spine leaf campus network|data center|data center network,28,0,1,0.9876665721576411
mcvmedia|mcv network|bạn muốn hẹn hò|ban muon hen ho|bmhh|cát tường|quyền linh|bạn muốn hẹn hò tập mới nhất|bạn muốn hẹn hò 2020|bạn muốn hẹn hò hay nhất|bạn muốn hẹn hò hài hước nhất|bmhh 2020|bmhh moi nhat|bạn muốn hẹn hò tập 46|ban muon hen ho tap 46|bmhh 46|bmhh Minh Lộc Tuyết Nga|anh hai lúa đi hỏi vợ|hai lúa hỏi vợ sài gòn|vừa ăn muối vừa hát|rủ nàng khởi nghiệp|giỏ đệm bánh tráng|hai lúa khởi nghiệp|hai lúa khởi nghiệp bánh tráng,24,0,2,0.7525639641584799
ponytail|2020|toddlers|baby songs|birthday|family|babies|animation songs|dance baby|children songs|english education|nursery rhymes|animation|early childhood|nursery songs|preschoolers|children|2019|preschool|ABC|kids|happy birthday|nursery|birthday party|fun songs|kids songs|phonics|birthday song|dance,27,1,0,0.7303629327476205
mắt biếc|dũng|ngạn|hà lan|trà long,27,0,2,0.9806342969407802
THVL|THVL1|THVL2|Truyen hinh Vinh Long|Truyền hình Vĩnh Long|VinhLongTV|THVL giải trí|THVL giai tri|Chuyện của Đốm|chuyen cua Dom|phim hoạt hình|phim hoat hinh|yt:stretch=16:9,24,0,0,0.5943877551020408
top snooker shots|snooker english open 2019|best snooker shots|best snooker shots english open|snooker english open top shots|english open best trick shots 2019|ronnie o'sullivan|snooker|Mr.Snooker|best snooker match|judd trump|snooker 2020|snooker shots|judd trump cue action|judd trump best shot|judd trump best shots ever|judd trump 2019|judd trump greatest shot|judd trump world championship 2019|trump best shots|trump snooker|trump vs o'sullivan 2019,17,0,1,0.9665607295840818
VTC14|vtc|tin tức|tin tuc|thoi su|tin tức 24h qua|tin nóng trong ngày|thời tiết|môi trường|tài xế bẻ lái tránh 2 nữ sinh|tài xế đánh lái cứu 2 nữ sinh,25,0,2,0.8733150274588117
Five Little Dogs|Dog Song|farmees|five little|Preschool Playlist for Children Season 2|five little monkeys jumping on the bed|5 little|monkey|monkeys|dog|dogs|doggies|five little ducks|five little babies|jumping on the bed|nursery rhymes|baby songs|five little monkeys|kids songs|dog sounds|dog songs|for kids|for children|videos|pets|english rhymes|3d rhymes|kids rhymes|five little puppies|little|five|kids|five little dog|puppie songs|babies|3d|tv|hd,27,1,0,0.5745588838736151
ad blocker|pihole docker|docker container|pihole setup|docker pihole|pi-hole docker|pi hole|ad block|pi-hole install|raspberry pi 4|raspberry pi projects|raspberry pi|how to|pi-hole setup guide|pihole setup guide|ad blocking|raspberry pi 3,28,0,1,0.975762641036356
MC|ILL|Giang|Đẫm|Dissneeland|battle|rap|không|beat|việt,10,0,2,0.9829131652661064
Tội phạm|đánh người thi hành công vụ|mất trật tự an ninh|antg|an ninh thế giới|antv|antv thcand|kenhanninh|truyen hinh cong an|nhận diện tội phạm|nhan dien toi pham|ndtp|nhan dien toi pham moi nhat|hành nhận diện tội phạm mới nhất|nhận diện tội phạm tập mới|nhận diện tội phạm full|nhan dien toi pham full|tập mới nhận diện tội phạm|nhận diện tội phạm antv,27,0,2,0.8185948968891996
100 bộ cổ tích ngày xưa hay nhất|co tich ngay xua|co tich|co tich hay nhat|co tich viet nam|phim co tich viet nam|phim co tich|ngay xua ngay xua|cau be thong minh|cổ tích cậu bé thông minh|truyen co tich|truyen co tich viet nam|chuyen co tich|câu chuyện cổ tích|story|movie|oz kids,1,0,0,0.7953776775648252
THVL|THVL1|THVL2|Truyen hinh Vinh Long|Truyền hình Vĩnh Long|VinhLongTV|THVL giải trí|THVL giai tri|Hội quán tiếu lâm|Hoi quan tieu lam|Hội quán tiếu lâm 2016|Hoi quan tieu lam 2016|Khởi My|Hoài Linh|Chí Tài|Trường Giang|Thúy Nga|Hứa Minh Đạt|tập 8|tap 8|Thanh Vân|Lê Thị Dần|Lê Bửu Đa,24,0,1,0.7384213277574491
VTC14|viet nam|Việt Nam|tin tuc|tin tức|thoi su|thời sự|tin nong|tin nóng|moi truong|môi trường|tham hoa|thảm họa|thoi tiet|thời tiết|thien tai|thiên tai|bao|bão|giao thong|giao thông|y te|y tế|tai nan|tai nạn|bac si|bác sĩ|CIA tra tấn tù nhân|dã man|khủng bố al-Qaeda,25,0,2,0.8854780102744017
chủ tịch svm đừng bao giờ coi thường người khác|svm tv|svm school|chủ tịch svm|coi thường và cái kết|sỉ nhục và cái kết|phim coi thường|nữ chủ tịch|nữ giám đốc,24,0,2,0.8281670370803603
squirrel finger family|3D Rhymes|Farmees Songs|Nursery Rhymes For Childrens|animal finger family|animal rhymes|children songs|nursery rhymes|children rhymes|animal songs|baby rhymes|nursery|animal sounds|rhymes|kids rhymes|kids songs|kid songs|child songs|three little kittens|kids|songs|baby|for kids|toddlers|finger family|daddy finger|english rhymes|rhymes songs|animals|for toddlers|for children|3d|Preschool Playlist for Children Season 2|babies,27,1,0,0.6348480774401721
english education|2020|alphabet|toddlers|early childhood|animation|kids songs|animation songs|family|dance baby|ponytail|nursery|2019|abc|nursery rhymes|dance|children songs|preschoolers|phonics|preschool|kids|babies|fun songs|baby songs|nursery songs|ABC|children,27,1,0,0.6740368191307649
phim co tich|phim cổ tích|cổ thích xưa cũ|cổ tích xưa|cổ tích xưa việt nam|phim co tich ngay xua|phim co tich hay nhat|chuyen co tich ngay xua ngay xua|truyện cổ tích việt nam|chuyen co tich|truyện cổ tích|truyen co tich|co tich|cổ tích|chuyện cổ tích|phim co tich moi nhat|cổ tích ngày xửa ngày xưa|ngày xửa ngày xưa|co tich ngay xua hay nhat|co tich viet nam|Anh Hùng Nhí Thống Nhất Giang Sơn,1,1,0,0.7718441332899164
THVL|THVL1|THVL2|Truyen hinh Vinh Long|Truyền hình Vĩnh Long|VinhLongTV|THVL giải trí|THVL giai tri|Ca sĩ giấu mặt|ca si giau mat|Trường Giang|Sơn Tuyền|Nguyên Vũ|Hoàng Châu,24,0,1,0.7784215128989943
linh miu|linh miu video|thanh nu linh miu|linh miu channel|linh miu vlog|tam su cung linh miu|phim linh miu|chat phong xa|di tim kho bau|meena va linh miu|linh miu phong xa|linh miu nhiem doc|chat doc|kho bau|chat doc phong xa|nha khoa hoc|zeta ao den|zeta rai chat doc|zeta phong xa,24,0,2,0.9272798230779238
co tich viet nam|đôi mắt của mẹ|phim co tich viet nam|truyen co tich viet nam|truyen co tich|chuyện cổ tích|co tich|phim co tich|phim truyện cổ tích việt nam|co tich viet nam 2018|cổ tích đôi mắt của mẹ|câu chuyện cổ tích|cổ tích việt nam|phim viet nam|phim hay|kenh thieu nhi bhmedia|bhkids,1,1,0,0.7004703115814227
ảo thuật|tuân mgt|tuấn|tuấnmg|ao thuat|ảo thuật tán gái|tán gái|tan gai|tuấn mg|ảo|thuật|biến mất,24,0,0,0.970851409978308
early childhood|english education|toddlers|children|nursery songs|ABC|children's songs|fun songs|nursery rhymes|preschool|early childhood education|animation songs|nursery|kindergarten|dance baby|educational videos|baby songs|kids|family|babies|2020|2019|kids songs|dance|preschoolers|badanamu|animation|ponytail|phonics|children songs,27,1,0,0.6163180996643429
bài hát chữ a|xuc xac xuc xe|xúc xắc xúc xẻ|bai hat chu a ă â|chu cong an ti hon|chú công an tí hon|nhac thieu nhi|nhạc thiếu nhi|nhac thieu nhi hay nhat|nhạc cho bé ăn ngon|nhạc thiếu nhi hay|lien khuc nhac thieu nhi|nhạc thiếu nhi chữ cái|thieu nhi|vui nhon|nhạc cho bé|kenh thieu nhi bhmedia|bhkids,10,1,0,0.5507758488247042
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|nghề đồ tể|nghề|đồ tể|thịt lợn|phim hoạt hình nghề đồ tể,1,1,0,0.8100382624352914
Jennyremix|nhạc trẻ|nhac tre|nhạc trẻ remix|nhac tre remix|nhạc remix|nhac remix|EDM Tik Tok|lk nhac tre remix|liên khúc nhạc trẻ remix|EDM|tik tok|remix|remix edm|remix 2020|nhạc trẻ remix 2020 hay nhất hiện nay|nhạc trẻ remix 2020|nhac tre remix 2020|lk nhạc trẻ remix|nhac tre remix hay nhất|Remix 2020 Hay Nhất|nhạc trẻ remix tuyển chọn|htrol remix|edm gây nghiện|nhạc edm|nhạc edm 2020|nhạc edm remix|nhạc trẻ edm|nhạc trẻ 2020|edm remix,10,0,2,0.8896543240250954
pops kids|Pokémon tiếng việt|pokemon season 2|Pokémon mùa 2|Hoạt Hình Lồng Tiếng Việt|pokemon|pokemon go|phim hoat hinh pokemon|hoạt hình pokemon|youtube kids|hoạt hình bửu bối thần kỳ pokemon|hoạt hình pokemon full|hoạt hình pokemon thuyết minh|hoạt hình pokemon tiếng việt|xem hoạt hình pokemon|xem phim hoạt hình pokemon|pokémon S2|hoạt hình pokémon S2|hoạt hình S2|Hãy Nhảy Múa Đi! Đội Kịch Pokémon|Pokémon Tập 91,1,1,0,0.9001988565746954
kids song|family|funny|animation|영어동요|toddlers|phonics|songs|dance baby|badanamu|2019|영어교육|nursery|fun songs|ABC|영어학습|바다나무|nursery songs|preschool|baby owl|children|dance|children song|baby songs|ponytail|disney|kids|nursery rhymes|children songs|2020|animation songs|english education|kids songs|early childhood|preschoolers|babies,27,1,0,0.6077839288709947
phim hanh dong kinh di 2020|phim hành động 2020|phim hanh dong 2020|phim hành động kinh dị 2020|phim trung quoc|phim trung quoc 2020|phim trung quốc 2020|phim hay 2020 thuyet minh|phim vo thuat hanh dong 2020|phim hay 2020|co thien lac|cổ thiên lạc|tôn hồng lôi|quách đào|phim chieu rap 2020|phim hành động thuyết minh|phim xa hoi den|cuộc chiến á phiện|phim hay|phim hinh su hong kong,22,0,2,0.8058241636100922
kids songs|fun songs|babies|early childhood|children songs|ponytail|children|ABC|2020|nursery rhymes|banana song|dance|badanamu|kids|bananas|phonics|toddlers|nursery|baby songs|animation songs|family|dance baby|2019|nursery songs|preschool|english education|animation|preschoolers,27,1,0,0.6230676743387152
baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|sena|thay ba|20toty|trung da bong|trung fifa|thay ba da bong|thay ba 500 vong quay|500 VÒNG QUAY 20TOTY|thầy ba chơi bóng đá,20,0,2,0.9775053879310345
babybus vietnamese|baby bus|babybus|babybus nhạc thiếu nhi|babybus tieng viet|vietnamese kid song|nhạc thiếu nhi vui nhộn|nhạc thiếu nhi hay|nhac thieu nhi soi dong|bài hát thiếu nhi|ca nhac thieu nhi|Baby bath song|bài hát đi tắm|take a bath song|timi đi tắm|thiếu nhi|bạn muốn làm nghề gì|baby song|bài hát bác sĩ|bài hát lính cứu hỏa|xe bán nước trái cây|Chúng mình đều rất thơm tho|Mèo con đi tắm|nhac thieu nhi|hoat hinh vui nhon,27,1,0,0.6120195549561699
toidicodedao|programmer|developer|tôi đi code dao|lập trình|programming|vlog lập trình|blog lập trình|học lập trình|cách học lập trình|học lập trình hiệu quá|tự học lập trình|lộ trình học lập trình|học lập trình cơ bản|lộ trình học lập trình cơ bản|kinh nghiệm học lập trình|học lập trình không bằng cấp|bằng cấp ngành lập trình|lập trình viên|lập trình viên tự học|học lập trình cybersoft|cybersoft|lập trình cơ bản|lộ trình tự học|học lập trình thế nào,28,0,2,0.988577644819146
pops kids|We Bare Bears Season 2 Tập 11|Hòn Đảo|Chúng Tôi Đơn Giản Là Gấu|Grizzly|Panda|Ice Bear|We Bare Bears Pops Kids|We Bare Bears cartoon network|Cartoon network|Hoạt Hình We Bare Bears|Hoạt hình Ba Chú Gấu|Hoạt Hình gấu Grizzly|Hoạt hình gấu Ice Bear|Hoạt hình gấu Panda|Hoạt hình cartoon network|phim hoạt hình nước ngoài|hoạt hình thuyết minh|hoạt hình tiếng Việt|hoạt hình thiếu nhi tiếng việt|hoạt hình mới 2020,1,1,0,0.8453584291855466
siêu thị film|phim hay nhất 2020|phim mới hay nhất 2020|phim mới 2020|phim moi nhat 2020|phim cổ trang mới nhất 2020|phim tiên hiệp cổ trang|phim tiên hiệp trung quốc hay nhất 2020|phim trung quốc|phim bộ trung quốc 2020|phim hot nhat 2020|phim tiên hiệp hay nhất 2020|phim viễn tưởng trung quốc|phim bộ mới nhất 2020 thuyết minh|phim kiếm hiệp hay|phim cổ trang trung quốc hay nhất 2020|dau pha thuong khung|đấu phá thương khung|dau pha thuong khung tap 45,1,0,1,0.901694076913565
phat trien ban than|ky nang giao tiep,27,0,2,0.9834187112429226
pops kids|Pokémon tiếng việt|pokemon season 3|Pokémon mùa 3|Hoạt Hình Lồng Tiếng Việt|pokemon|pokemon go|phim hoat hinh pokemon|hoạt hình pokemon|youtube kids|hoạt hình bửu bối thần kỳ pokemon|hoạt hình pokemon full|hoạt hình pokemon thuyết minh|hoạt hình pokemon tiếng việt|xem hoạt hình pokemon|xem phim hoạt hình pokemon|pokémon S3|hoạt hình pokémon S3|hoạt hình S3|Đại Nguy Kịch! Tháp Madatsubomi|Pokémon Tập127,1,1,0,0.8731485905398949
phat trien ban than|ky nang giao tiep,27,0,0,0.9903872190630923
nhanh như chớp tập 17|nhanh nhu chop nhi tap 17|nhanh như chớp nhí|nhanh như chớp nhí tập 17 full|minh khang|trương thế vinh|nhanh như chớp|lâm vĩ dạ|tập 17|nhanh như chớp nhí full|nhanh nhu chop nhi|nhanh nhu chop|nhanh nhu chop full tap|nhanh nhu chop tron bo|tran thanh|trấn thành|gameshow|tvshow|truyen hinh|ncc|game show|giải trí,24,0,2,0.8348321001707456
Teu.Creeper|TeuCreeper|Teu|Creeper|scary|creepy|pasta|screamer|Bloody|Mary|Slender|Man|Thesemyths|ljlbuu1412|the|rake|gamer|dota|Lady|in|white|Claude|fox|sonic.exe|vietnam|phim|ma|bí|ẩn|lost|ep|gameplay|walkthourgh|2013|pewdiepie|jelf|slender|husky.smile|pumpkin|hay|thích|thú|random|vui|nhộn|truyện|Tều|Huy|Phạm|Đêm|Khuya|Chán|Vcl|Đéo|biết|làm|gì,24,0,2,0.9902860226659471
Hoạt Hình Doraemon|pops kids|doremon|phim hoạt hình doremon|phim hoạt hình doremon thuyết minh tiếng việt|phim doremon|doraemon vietsub|doraemon 2020|thieu nhi doremon|doremon thuyet minh tieng viet|nobita|phim hoạt hình doremon htv3|doremon long tieng viet|doremon tieng viet|phim hoạt hình doremon tiếng việt|doremon tieng viet htv3|hoạt hình doremon|phim hoat hinh|Tốt Nhất Nhưng Phục Vụ Kém Nhất,1,0,0,0.8276327632763276
xin phep duoc co don|xin phép được cô đơn|Vũ|Vũ official|lạ lùng vũ|đông kiếm em vũ|mùa mưa ngâu nằm cạnh vũ|nhạc indie 2017|phút ban đầu vũ|lời yêu em vũ|chuyện những người yêu xa|dong kiem em vu|la lung vu|xin phép được cô đơn thái vũ|xin phép được cô đơn vũ|nhạc indie 2018|nhạc indie 2019|hành tinh song song|Lạ Lùng 2018|thái vũ lạ lùng|Vũ.|Hành tinh song song 2019|vũ trụ song song,10,0,1,0.992984349703184
Teu.Creeper|TeuCreeper|Teu|Creeper|scary|creepy|pasta|screamer|Bloody|Mary|Slender|Man|Thesemyths|ljlbuu1412|the|rake|gamer|dota|Lady|in|white|Claude|fox|sonic.exe|vietnam|phim|ma|bí|ẩn|lost|ep|gameplay|walkthourgh|2013|pewdiepie|jelf|slender|husky.smile|pumpkin|hay|thích|thú|random|vui|nhộn|truyện|Tều|Huy|Phạm|Đêm|Khuya|Chán|Vcl|Đéo|biết|làm|gì|Ask|Tều|teu|tiu|pham|tều|phạm|tieu|linh|ka|long|bi|giả|ăn|xin|cho|tiền|phố|đi|bộ|cuối tuần xem meme,24,0,2,0.988988854572311
binz|binz official|binz le|binz 2018|dan le|demo binz|Binz|live|krazy|krazy binz|crazy touliver|krazy andree|touliver|touliver binz|touliver andree|ANDREE RIGHT HAND|EVY|OFFICIAL AUDIO|krazy remix|krazy binz remix|krazy touliver remix|krazy lyrics|krazy audio,10,0,2,0.9836196564123052
truyện cổ tích|cổ tích|truyện cổ tích việt nam|chuyện cổ tích|phim cổ tích|cổ tích việt nam|chuyện cổ tích hay nhất|cổ tích cho bé|nghe chuyện cổ tích|phim hoạt hình|khoảnh khắc kỳ diệu|xem hoạt hình|hoạt hình vui|co tich|chuyen co tich|truyen co tich|truyen co tich viet nam|phim hoat hinh|co tich noi tieng the gioi|co tich viet nam|truyen co tich hay nhat|co tich hay|hoathinh|nàng công chúa không biết cười|nàng công chúa|không biết cười|nàng,1,1,0,0.8752812981167831
xin chào bút chì|all my friends are different|butchi + friends|Yellow pen|Red Pen|Blue Pen|Pencil|Pen Family|stopmotion|Claymation|hi pencil studio|xin chao but chi|say hi to pencil|animation studio|cartoon,1,1,0,0.8034977188789919
tối nay thở dài cùng ai|NHA|toinaythodaicungai|NHA toi nay tho dai cung ai|Tối Nay Tâm Sự Cùng Ai?|Tối Nay Tâm Sự Cùng Ai? - NHA|toi nay tho dai cung ai -NHA|rap|love|rap viet|viet rap entertainment|vietrapentertainment,10,0,2,0.9870770050626165
ảo thuật|aothuat|tuânmg|tuân mg|tuanmg|tuan mg|tuấn mg|tuấnmg|ảo thuật việt nam|ảo thuật cho mọi người|xáo bài|trào bài|tủa bài|ảo thuật cơ bản|ảo thuật hay|hướng dẫn ảo thuật|hoàng đức tuân|hoàng tuân đức|bài bịp|chia bài|hướng dẫn bài bịp,24,0,0,0.9643597719025402
day be hoc|learning for children|learn for kids|animation|thiếu nhi|xin chào bút chì|dạy bé học|kindergarten|Preschool (School Category)|điều chúng mình chưa biết|dieu chung minh chua biet|teach kids|hoạt hình cho bé|hoat hinh|preshool|cartoon|hoạt hình|dạy bé|Hi Pencil Studio|dạy bé qua hoạt hình|xin chao but chi|all my friends are different|butchi + friends|Yellow pen|Red Pen|Blue Pen|Pencil|Pen Family|stopmotion,1,1,0,0.7431595765927701
nursery|ponytail|kids song|missing a tooth|english education|animation|kids songs|badanamu|preschoolers|dance|preschool|animation songs|2020|kids|nursery songs|baby songs|toddlers|family|fun songs|phonics|children|ABC|baby tooth|dance baby|early childhood|nursery rhymes|2019|babies|children songs,27,1,0,0.6872299347246483
dance baby|2020|phonics|nursery songs|kids|동물원|kids songs|animals|animation songs|children|nursery|children songs|dance|animation|ABC|family|baby songs|ponytail|english education|babies|2019|zoo|preschool|fun songs|nursery rhymes|preschoolers|early childhood|toddlers,27,1,0,0.6614514275612128
chiến dịch chim ưng|phim hanh dong|phim hành động|phim hanh dong moi|phim hanh dong moi nhat|phim hanh dong hay|phim hành động hay nhất|phim hành động mỹ|phim hành động xã hội đen|phim hành động thuyết minh|phim hành động full hd|thuyết minh|thuyet minh,1,0,2,0.8034855126697317
Xem gì hôm nay|xemgihomnay|xem gi hom nay|xem gi|xem gì|miss xem gì|miss xem gi|10 dong vat|10 động vật|thong minh|thông minh|Con Người Phải Chào Thua|con nguoi chao thua,24,0,2,0.926889409443965
phim hanh dong vo thuat 2020|phim vo thuat|phim chung tu don|phim chan tu dan|phim chung tử đơn|võ thuật chung tử đơn|phim hay|phim chieu rap|phim diep van|diệp vấn|ip man|vịnh xuân quyền|vinh xuan quyen|diep van thuyet minh|Cao thủ Vịnh Xuân Quyền|phim hay 2020 thuyet minh|phim vo thuat hong kong|phim hành động|diệp vấn 3|vịnh xuân vs quyền anh|vịnh xuân vs muay thái|Mike Tyson,22,0,2,0.7962767082716311
ABC|kids songs|dance|nursery|dance baby|animation|early childhood|2020|kids|nursery rhymes|family|toddlers|ponytail|preschoolers|nursery songs|children|animation songs|phonics|babies|baby songs|kids song|english education|2019|children songs|badanamu|fun songs|preschool,27,1,0,0.5817942971949618
